rank,path,run_id,num_transitions,return_sum,return_discounted,terminal_reward,reward_mean,E_fusion_total_MJ,H98_flattop_avg,H98_max,P_fusion_max_MW,P_ohmic_max_MW,Q_flattop_avg,Q_max,Q_max_time,T_e_core_max_keV,T_i_core_max_keV,beta_N_max,f_GW_max,flux_consumed_Wb,l_i_flattop_avg,n_e_line_avg_max,q0_min,q95_min,vloop_tx_flattop_avg_V
13,rl_dataset_delta_sampling_maxloop=2_grid_51_preprocessed/trajectory_0210.json,210,21,14.244843091829546,12.655139285489856,2.806577079714663,0.6783258615156926,74132.11954788107,0.6935845163651482,0.7590883974023724,199.73303933097188,7.430392387209492,4.127630336282156,4.605078748310688,440.246993580247,12.68149075346364,10.622401895941005,1.1849022038962393,0.9758123917676315,140.93028859601873,0.7615905843664178,1.1257889444103822e+20,0.6341676403180487,2.8787794606562556,0.15733067186713326
14,rl_dataset_delta_sampling_maxloop=2_grid_51_preprocessed/trajectory_0529.json,529,21,13.911444936050637,12.319603215253379,2.823794585296252,0.6624497588595541,75216.77612515718,0.693868507537456,0.7554156281202746,203.0278657311433,7.430395036886714,4.160783607546452,4.603066735194039,320.06177839506194,12.505377286686887,10.743166358616667,1.1921771094866203,0.9771219593685437,140.22964629885004,0.7622035213702985,1.1294206784556838e+20,0.6273121485286702,2.871344279644669,0.15680612136915162
15,rl_dataset_delta_sampling_maxloop=2_grid_51_preprocessed/trajectory_0382.json,382,21,13.904443686830971,12.329376262315018,2.8125360422279346,0.66211636603957,75408.45079517532,0.693631911098808,0.7614073146348024,205.30800641609892,7.430391759230884,4.145531646983005,4.718398414171843,420.18526518518536,12.635384492233683,10.740565498900981,1.1938702416962623,0.9775465348642177,140.29850195171758,0.7630897571795532,1.1287334687680604e+20,0.6295581674748976,2.8758460694089747,0.1564877422344013
16,rl_dataset_delta_sampling_maxloop=2_grid_51_preprocessed/trajectory_0597.json,597,21,13.890557850822056,12.32076174273675,2.69472319408745,0.6614551357534312,74440.11127016791,0.6949300495280623,0.737929371828336,200.5219071940428,7.43039260382661,4.213377286741965,4.74150556899261,396.48156148148144,12.386272285368321,10.759734471582819,1.1831713703929898,0.9761382828842372,142.00170788030297,0.760735084464783,1.1254074089545805e+20,0.6506188113059865,2.7805353865620352,0.15741148046199946
17,rl_dataset_delta_sampling_maxloop=2_grid_51_preprocessed/trajectory_0513.json,513,21,13.880037278341913,12.308203188972193,2.895916785890493,0.6609541561115196,74753.33760095913,0.6927955557540374,0.7576960872793613,202.536581046115,7.430389167070526,4.127679004498117,4.58705731435676,315.24697358024713,12.627056173147162,10.817727468337859,1.1882038026693522,0.9774847209341013,140.99270724479402,0.7594697828613217,1.1274588856250181e+20,0.6341620110436573,2.878886030780956,0.15810440780505142
18,rl_dataset_delta_sampling_maxloop=2_grid_51_preprocessed/trajectory_0434.json,434,21,13.790708176173352,12.276079178599483,2.769718541414557,0.6567003893415881,75659.85002293109,0.6958402531256764,0.7584978932526996,207.83154931728447,7.430395665424047,4.220330418808243,4.733878125543882,300.3086819753089,12.644658456128,10.822519333698242,1.2014550560390667,0.9799209509819103,139.82543455782653,0.7633977196559836,1.1351707589241533e+20,0.6349218384492672,2.880355623034829,0.15615132551617963
19,rl_dataset_delta_sampling_maxloop=2_grid_51_preprocessed/trajectory_0273.json,273,21,13.780063664866933,12.207609958695734,2.65321044458448,0.6561935078508063,75715.93905853266,0.6955496062681682,0.7594297546758126,203.96919756185332,7.430392541446878,4.229026938486731,4.767027261524253,430.246993580247,12.578022032217119,10.699380799090692,1.1922826505854205,0.9814795234445158,139.98492113220087,0.763172259092204,1.1317396956655514e+20,0.6341737997457293,2.878174962844165,0.15604581551050722
20,rl_dataset_delta_sampling_maxloop=2_grid_51_preprocessed/trajectory_0456.json,456,21,13.692925495601424,12.146408144383237,2.8581056793650617,0.6520440712191155,75933.345956851,0.6930104291474734,0.7577336450740386,207.48710171842356,7.430391406252227,4.119364398655184,4.612219571491911,380.2469935802471,12.638945004393776,10.835265446338116,1.2000526796895208,0.9782636940464936,140.22889157697955,0.762937186151663,1.1302704657766407e+20,0.6321489085168002,2.8777963369755577,0.1566094824638508
21,rl_dataset_delta_sampling_maxloop=2_grid_51_preprocessed/trajectory_0324.json,324,21,13.54859440186188,12.025782770835402,2.8074458749421636,0.6451711619934228,75215.26537284127,0.6938836904360632,0.7434796926830626,204.9962793625793,7.430395500183341,4.14025158757129,4.678046502823429,340.6790623456792,12.459967725616263,10.72789729918759,1.195348063006396,0.9796424626378198,141.14705203335583,0.7630522238370734,1.1316980657244275e+20,0.6354315071906913,2.894329761602199,0.15603003117806724
22,rl_dataset_delta_sampling_maxloop=2_grid_51_preprocessed/trajectory_0222.json,222,21,13.488075539040375,11.992845323040411,2.5483815834818,0.642289311382875,74399.97957436593,0.6900387926552859,0.7596669069228781,198.7753793427352,7.430390849211586,4.0108183525040895,4.421250773543649,385.43216876543227,12.673970328709142,10.693412679015644,1.1818384156490265,0.9750007685002454,140.42184912253595,0.7603563718860943,1.1244079225547139e+20,0.6333950103112101,2.883891865201817,0.15783226384591928
23,rl_dataset_delta_sampling_maxloop=2_grid_51_preprocessed/trajectory_0059.json,59,21,13.443736054936009,11.953865482689654,2.7002829919944604,0.6401779073779051,75104.96306454782,0.690924088871062,0.7531987340212987,201.94071074750596,7.430392406741542,4.040611170309415,4.405329037627736,410.18527518518533,12.595969173534026,10.77027910317695,1.1862915379629753,0.9747871875349918,140.60965639791675,0.7599437993665007,1.1252517733057236e+20,0.630998440951547,2.875843942473603,0.15776912218899924
24,rl_dataset_delta_sampling_maxloop=2_grid_51_preprocessed/trajectory_0360.json,360,21,13.431892208856384,11.967590222042848,2.4810291962738993,0.6396139147074469,75739.73675455368,0.6931244967722151,0.7608545244722147,208.03636425153823,7.430390790542094,4.101735504150237,4.469874469528482,410.3087119753088,12.713534810427838,10.788564997708562,1.2007662578963394,0.9778711577951577,139.93832387845686,0.7638315284667626,1.130888666835888e+20,0.6303122520731673,2.8802794420856817,0.15596818273635019
25,rl_dataset_delta_sampling_maxloop=2_grid_51_preprocessed/trajectory_0552.json,552,21,13.395940516563693,11.910486522920708,2.7599762430105654,0.6379019293601759,75830.21268265943,0.6938075761728165,0.7614867290097397,205.12614907512145,7.430393604457451,4.151807028227901,4.8904560149749665,340.18523518518543,12.54666579121332,10.83894404718148,1.1992965431233915,0.9773801756402891,139.62786860786667,0.7627332743893116,1.1349032204817842e+20,0.6590588388582621,2.791855935502255,0.15608610126310493
26,rl_dataset_delta_sampling_maxloop=2_grid_51_preprocessed/trajectory_0488.json,488,21,13.381343123200379,11.890493497472448,2.579502208317119,0.6372068153904943,74789.25196203453,0.6911232022093731,0.7597792174759026,201.37944991045993,7.43039245291681,4.054210089997885,4.454655841962825,420.18527518518533,12.693979412278454,10.786913759571144,1.186752345236473,0.9749279046356142,140.69828748629712,0.7601679157069179,1.126162564708915e+20,0.6296699639506113,2.8762076938101955,0.1577869268113799
27,rl_dataset_delta_sampling_maxloop=2_grid_51_preprocessed/trajectory_0556.json,556,21,13.27908445712928,11.790253091057776,2.676767928943987,0.6323373551013942,75541.09433628691,0.6926298630061136,0.7623982230288917,204.8148517515225,7.430381559076581,4.108465506556206,4.50844019182497,300.0617783950619,12.616505969052442,10.77181465227559,1.1956345182454045,0.9803501172298982,140.55652490576716,0.7627864914704771,1.1308351568815e+20,0.6539355702791477,2.728750599831107,0.15629253924311773
28,rl_dataset_delta_sampling_maxloop=2_grid_51_preprocessed/trajectory_0055.json,55,21,13.228257028399183,11.77067611579658,2.713484627478993,0.6299170013523421,76019.7233107122,0.6924344145635012,0.7594802870430735,206.11901201922524,7.430390767457342,4.107857821622711,4.438388694389715,310.24697358024713,12.65989460838646,10.83345849083112,1.1964136437570607,0.9768939002049472,140.0971808792168,0.7608193349425684,1.1310550393663257e+20,0.6314950054459082,2.8778370671901947,0.15699381077396776
29,rl_dataset_delta_sampling_maxloop=2_grid_51_preprocessed/trajectory_0474.json,474,21,13.227080913839796,11.749097145660931,2.571351151015157,0.6298609958971332,74441.43860016984,0.6921638896079985,0.7374072726654327,202.40470269650734,7.430394533923056,4.085973840273085,4.5446491441923715,331.4815314814815,12.399045789403287,10.75466785725983,1.186498852102579,0.9774468370826599,141.62963683551922,0.7616976046841474,1.1287106210276698e+20,0.6533712950663153,2.7835140226568096,0.15688042865420884
30,rl_dataset_delta_sampling_maxloop=2_grid_51_preprocessed/trajectory_0202.json,202,21,13.193218961398328,11.708309210243657,2.917462191534934,0.628248521971349,76881.13539761624,0.6946617259104276,0.756224400916381,207.74148238387312,7.430394613242437,4.1656401653100605,4.810137724395337,320.2469535802471,12.555053157081927,10.75066693694416,1.1996148717721242,0.9844946575993659,138.82546948611176,0.7655030064436348,1.1363080910213245e+20,0.6304161778199059,2.877552103616617,0.15454691191226888
